lei,n_apps,n_black,n_white,penalty_pp,se,t_stat,p_value,significant
5493007X0QZ825CCEZ27,312,56,256,-11.351,6.3793,-1.7793,0.076175,0
2549003WYFPGUVPTRK86,2102,16,2086,-0.6025,5.1338,-0.1174,0.906586,0
549300BHD8N0WSH1Q305,338,50,288,-9.0667,2.6762,-3.3879,0.000789,1
549300MG52SOKOHXJM80,934,49,885,-16.2849,3.3725,-4.8288,2e-06,1
254900LXHR6OP0TSZ915,792,13,779,2.4182,3.5744,0.6765,0.4989,0
2549004WBDC394DA3W87,2334,62,2272,-2.3136,2.1465,-1.0778,0.281216,0
5493006EB8YM4CB8V697,154,13,141,0.1569,12.3579,0.0127,0.989889,0
5493008YRTIU0FNCTY07,521,41,480,-9.7484,2.5193,-3.8694,0.000123,1
549300VRYDYOPWK5MO08,542,11,531,0.8752,13.4911,0.0649,0.948298,0
549300OVA1LT74LITG21,3054,19,3035,4.0952,3.7458,1.0933,0.274367,0
5493006JISETNI0GLE61,21257,82,21175,-5.4693,2.9411,-1.8596,0.062951,0
5493000YNV8IX4VD3X12,295324,74830,220494,-8.9582,0.1741,-51.4462,0.0,1
549300A4SPX2JOQ71791,1946,130,1816,-5.0149,2.0816,-2.4091,0.016084,1
549300W6S818WBYBBJ66,482,24,458,0.4715,1.6883,0.2793,0.78016,0
5493008I5A5R6730MQ84,7228,32,7196,2.9159,2.9059,1.0034,0.315684,0
549300DZCP6EQ7DCSD79,10833,1119,9714,-0.6211,0.5822,-1.0667,0.286113,0
549300D8S1ETG70FFW35,941,45,896,-0.5219,6.8457,-0.0762,0.939242,0
549300BSIYFJ3FALVK78,4949,169,4780,-24.39,2.8904,-8.4382,0.0,1
549300LFCGLCYQ1SAJ07,175,22,153,2.2056,3.4722,0.6352,0.526144,0
5493000BR75YQF0VQC27,44985,9831,35154,-9.5654,0.3806,-25.1297,0.0,1
254900VX7NAZSPBPUE16,302,20,282,0.5057,1.9004,0.2661,0.790333,0
5493001QVY14BXG42N39,4405,45,4360,2.1696,3.5972,0.6032,0.546437,0
549300IFOE4SCP384147,3243,432,2811,-2.9559,0.7062,-4.1857,2.9e-05,1
254900R24PHQB7GDFD26,1043,34,1009,-10.7727,5.0749,-2.1227,0.034012,1
Z867SNMO7WGY8TTGQG78,3362,64,3298,-24.8577,4.3545,-5.7085,0.0,1
254900R7YE9RG1CL6U13,645,69,576,-25.2119,5.7053,-4.419,1.2e-05,1
5493007YN2BYYXCI7W64,5816,119,5697,-23.0522,4.0955,-5.6287,0.0,1
549300GPO6DWUZR4UY30,41186,9075,32111,-3.6599,0.2103,-17.4016,0.0,1
549300VUVWGNUHYOLA93,285,71,214,-14.7865,4.4814,-3.2995,0.001094,1
549300EZG6KIP4HOUR65,1966,17,1949,-6.7863,8.9589,-0.7575,0.448847,0
549300WOJH0MSG0OIM41,964,148,816,-8.5264,2.362,-3.6098,0.000322,1
549300PUSSF737Y6XW86,1095,73,1022,1.1466,2.6314,0.4358,0.663101,0
549300GMQCJI1T3P3Z82,356,33,323,-18.7742,6.1241,-3.0656,0.002341,1
5493007U8EFNQS3VJQ70,1690,91,1599,-14.5101,4.4469,-3.263,0.001124,1
254900EL5N0NK8M96118,600,197,403,-6.9538,4.1072,-1.6931,0.090969,0
549300I8I7EBXHMYYW54,1032,69,963,-23.1058,4.6333,-4.9869,1e-06,1
549300GWD9H4FQ2VR805,18974,297,18677,-3.0366,1.6778,-1.8098,0.070342,0
254900N59TICVY7K7T48,524,76,448,-17.7569,4.0168,-4.4206,1.2e-05,1
5493006RIR31ORKYB608,20634,2729,17905,-8.4033,0.5487,-15.3141,0.0,1
254900P2JMSUZCYLE858,5149,295,4854,-0.3,0.706,-0.4249,0.670943,0
549300KCIGGEKYI5VM19,1030,14,1016,-14.4508,11.1827,-1.2922,0.196562,0
549300WEOD0TL2O6EU67,16327,1379,14948,-10.617,0.805,-13.189,0.0,1
T68X8LLAQYRNDV034K14,49379,3148,46231,-11.5991,0.748,-15.5068,0.0,1
0K2D5AK28E3O5CC06E35,1695,66,1629,-3.9183,1.9635,-1.9956,0.046136,1
549300A81K8K8KJR9759,1899,40,1859,-24.7927,4.465,-5.5527,0.0,1
5493009N6Q6LPQ4CL708,3206,91,3115,-0.5845,2.1531,-0.2715,0.786045,0
549300IQ5NY7CSJLZW53,7427,61,7366,-4.258,2.0834,-2.0438,0.041013,1
549300D4ZYLSQ5LMTV35,21239,2755,18484,-4.8294,0.4191,-11.5223,0.0,1
549300NK1QGOPLHFHL22,814,29,785,1.1532,1.77,0.6515,0.5149,0
254900XZCT60J2G3HK85,4236,66,4170,-8.7855,5.0191,-1.7504,0.080119,0
54930068THUS1PO1LX49,219,10,209,-7.093,4.4473,-1.5949,0.112219,0
549300BRJZYHYKT4BJ84,300342,20007,280335,-8.303,0.2121,-39.1374,0.0,1
549300AZ4UOXI3Q53W34,4268,421,3847,-13.6897,2.2543,-6.0729,0.0,1
213800QUAI2VH5YM6310,54152,7480,46672,-10.8738,0.5313,-20.4661,0.0,1
254900VHUBSJJKOMBF27,26873,1566,25307,-4.1836,0.575,-7.2758,0.0,1
254900V6GCDMRQZ34D96,6535,372,6163,-8.9974,1.842,-4.8846,1e-06,1
549300F175WFRUKLMG10,3850,114,3736,-9.1394,3.8701,-2.3615,0.01825,1
254900TW8OMXXV334D32,564,38,526,-3.9684,2.4665,-1.6089,0.108194,0
549300CCELEPUO4TOE73,4779,385,4394,-19.4726,1.7049,-11.4217,0.0,1
2549004Z576VEJBK3N72,17126,2403,14723,-4.243,0.7245,-5.8564,0.0,1
549300AJ6XFK1ACXWQ06,3246,39,3207,-3.285,5.6309,-0.5834,0.559669,0
549300V0XUOYKG376I21,798,238,560,-1.3979,1.002,-1.3951,0.163387,0
254900ERAT50PIMMZH17,722,16,706,-15.4759,11.4318,-1.3538,0.176243,0
FDXQ75GPEQKRPWABYN63,4670,633,4037,-6.0658,1.2075,-5.0236,1e-06,1
254900ZEFON2JE2HO751,1308,119,1189,-31.3746,3.3806,-9.2807,0.0,1
549300ENXD6MBH06E085,2391,112,2279,-10.7978,2.8281,-3.8181,0.000138,1
549300TKFZR4QBNE5D40,4957,775,4182,-7.6751,1.4323,-5.3586,0.0,1
254900W1NULDJH9MMK81,713,308,405,-3.2002,1.1005,-2.908,0.003752,1
549300YHKDUKPJGRPK46,1148,33,1115,0.1835,0.7389,0.2484,0.803869,0
549300A6NF3MQMOHKJ20,802,29,773,-4.0054,4.3958,-0.9112,0.362478,0
549300P8K0GPRS1CUS51,2821,19,2802,-19.9161,5.1994,-3.8305,0.000131,1
549300VG0KDMI6ULUX54,1163,31,1132,2.9991,2.2937,1.3075,0.191291,0
5493009XSE00M8B9R434,15715,2218,13497,-17.911,0.969,-18.4841,0.0,1
70WY0ID1N53Q4254VH70,28873,3786,25087,-25.6571,0.8657,-29.6389,0.0,1
549300FHTPSIK7LBKD38,2001,84,1917,-8.1365,3.0278,-2.6873,0.007263,1
549300DQLGJ1YQRRHH73,865,173,692,-27.5179,3.7318,-7.3738,0.0,1
549300LGEXCX325O8C49,4255,24,4231,0.9021,6.5253,0.1382,0.89005,0
549300Q1YFRSB8UEGH03,3119,78,3041,0.3308,0.5813,0.569,0.569405,0
2549003VS9H74R09MO48,240,27,213,-5.2847,5.3432,-0.989,0.323666,0
549300ZD18AVSD0OG331,1153,13,1140,-0.9627,6.2169,-0.1548,0.87697,0
254900WJGWD3H4OFK051,222,11,211,-10.7816,7.4406,-1.449,0.148784,0
549300SOF7S6E4VRT651,539,20,519,-57.0759,9.0648,-6.2964,0.0,1
549300W07W12OUENKR02,2244,30,2214,-17.7506,5.9313,-2.9927,0.002796,1
549300AX5UMUZ61L1X54,3239,164,3075,-12.8595,2.0335,-6.3238,0.0,1
549300PHPKOL5FJ7D438,2383,30,2353,-4.9712,5.4166,-0.9178,0.358833,0
549300I1HK1BBZLKOB84,3022,233,2789,-5.3284,1.7205,-3.097,0.001973,1
5493001SDQVS1NWYH012,4173,441,3732,-1.2583,0.4267,-2.9488,0.003208,1
549300FOPGYPVP42FW34,2681,168,2513,-24.091,3.6756,-6.5543,0.0,1
549300DMYENRV818D594,57943,4902,53041,-4.3151,0.2715,-15.8938,0.0,1
549300SKVC0LU4RBMF20,2544,260,2284,-2.294,1.2141,-1.8894,0.058953,0
549300VHSPIDK7A5D559,2718,77,2641,-11.4247,3.6914,-3.095,0.001988,1
549300Q6YL1SFVPEGV90,7457,647,6810,-7.6477,1.3121,-5.8287,0.0,1
549300BBKMRS6J0CB539,12240,1672,10568,-2.7218,0.5759,-4.7263,2e-06,1
54930039IUN6515TBG78,13819,1556,12263,-4.1298,0.7883,-5.2391,0.0,1
549300QVQQMJ9IWR0G78,16489,2529,13960,-5.1235,0.6607,-7.7546,0.0,1
549300RWXUAFD1WAE410,80325,10532,69793,-2.8565,0.1444,-19.7834,0.0,1
54930013LUOQHFFSBB26,4756,119,4637,-5.5779,2.0841,-2.6764,0.007467,1
5493006S869XKIESMV41,104442,1476,102966,-14.376,1.1698,-12.2896,0.0,1
549300D2OYT7VTDY6Z20,985,373,612,-7.3416,2.527,-2.9053,0.003752,1
549300EE39SNC5DXTC46,1843,18,1825,-1.9865,6.9525,-0.2857,0.775118,0
549300CS1XP28EERR469,2203,25,2178,-1.8339,4.8813,-0.3757,0.707181,0
549300DTYWYXW2NOK656,768,73,695,-11.9194,5.1701,-2.3054,0.021409,1
549300ANTUZH5AQQXR02,2086,28,2058,-12.7733,4.2167,-3.0292,0.002482,1
5493002P6EVQ94HFYF14,1986,467,1519,-8.8092,1.7076,-5.1587,0.0,1
549300W4FT4H1UWPGU95,72431,2625,69806,-13.3095,0.5076,-26.2183,0.0,1
549300B5RA7BRG1R2728,1349,205,1144,-26.8804,3.4492,-7.7932,0.0,1
254900FFZUXK3B729T97,4929,50,4879,-10.9905,4.5772,-2.4012,0.01638,1
549300DFCG6GF21KOW34,764,78,686,-6.6228,4.8917,-1.3539,0.176181,0
549300DD4R4SYK5RAQ92,360795,42367,318428,-4.6137,0.1054,-43.7638,0.0,1
549300AUL77A8UKADB04,8599,1908,6691,-15.3708,0.9872,-15.5703,0.0,1
254900HA4DQWAE0W3342,25004,2494,22510,-18.0411,0.7705,-23.4161,0.0,1
549300W6J23SLH6AR815,4484,619,3865,-21.458,1.8024,-11.9051,0.0,1
254900Q6IHGQO7INVC79,7229,80,7149,-5.7839,2.6098,-2.2162,0.026709,1
549300IRQPG1Q6VZ8Y58,972,11,961,-0.5312,8.7145,-0.061,0.951407,0
549300HKYBSATM44Q425,8767,331,8436,-15.3951,1.9682,-7.8219,0.0,1
549300C853H86L248593,2472,46,2426,-0.2037,2.1414,-0.0951,0.924216,0
5493002B2WMHY23GFK92,26815,3791,23024,-9.5526,0.5976,-15.9863,0.0,1
254900AG9OLNQOYN9650,3913,154,3759,-17.1192,1.8377,-9.3157,0.0,1
254900CXHYTQMHXRX530,189,31,158,-7.8203,3.0709,-2.5466,0.011703,1
549300S5FVOSK5DQJN30,37378,596,36782,-4.2277,0.4161,-10.1612,0.0,1
549300S70UD2GFALPM46,2464,148,2316,-1.9764,1.2274,-1.6103,0.107466,0
549300TR6SGFPJQYJS20,222,23,199,14.9143,8.2552,1.8067,0.072208,0
549300EM8ID8J7F8OM55,21595,4801,16794,-1.9805,0.1781,-11.1176,0.0,1
254900D8UVDBN0LNLV64,10506,448,10058,-2.1804,0.3481,-6.2644,0.0,1
549300F6S4S7QMOUVG59,2363,206,2157,-11.8723,2.8276,-4.1987,2.8e-05,1
5493001R92DY5DI1DI85,47879,3470,44409,-4.6877,0.2779,-16.8703,0.0,1
549300ZLPU75MU7O0T38,9536,356,9180,-10.6416,2.5117,-4.2368,2.3e-05,1
549300UVXY7S004OQL53,34853,2404,32449,-9.329,0.6378,-14.6276,0.0,1
5493008L9O5NV7EAK360,29234,1269,27965,-20.9365,1.3533,-15.4707,0.0,1
254900OVHD0ZZK65EQ86,2083,27,2056,-17.7181,7.9243,-2.2359,0.025462,1
2549008NRAZRGNG0TT58,1414,16,1398,0.8707,6.3303,0.1375,0.890616,0
5493001BJFQ0EM41N379,938,18,920,-1.3487,4.8397,-0.2787,0.780562,0
549300JBMMNIOX7XU115,4526,341,4185,-22.867,2.6708,-8.5619,0.0,1
549300BPOIHOHG3TPP54,2310,12,2298,5.8052,6.84,0.8487,0.39613,0
549300DPWFIO1S3DF358,11874,327,11547,-11.1864,1.2354,-9.0549,0.0,1
54930060KLIQD8MMSB55,6703,138,6565,-15.1025,3.1898,-4.7346,2e-06,1
549300E3QJQLKVB40W93,21011,892,20119,-8.0875,1.061,-7.6224,0.0,1
5493001HHBUTXHS7TZ96,24472,3800,20672,-11.4825,0.6164,-18.6276,0.0,1
4LJGQ9KJ9S0CP4B1FY29,10757,575,10182,-11.9398,1.4726,-8.108,0.0,1
549300SE6YAYK0PZZR74,2245,13,2232,-3.6059,5.4049,-0.6672,0.504741,0
549300Z4E78BSM0XM758,1899,247,1652,-12.356,3.2339,-3.8208,0.000137,1
549300TCY9QY8BRDQJ12,7512,2337,5175,-2.9863,0.5705,-5.2345,0.0,1
549300AOB4S7B0DB7863,2203,597,1606,-13.2829,1.5797,-8.4086,0.0,1
5493008P6YO2KM3EO556,10953,316,10637,-4.7963,1.252,-3.8309,0.000128,1
549300SKTBTC2QFDKG02,17340,1276,16064,-23.6385,1.1268,-20.9788,0.0,1
549300IV3BQZRSE82O16,9926,114,9812,-9.2189,4.0111,-2.2984,0.021561,1
549300PBTV7FCWLSMM53,33169,6862,26307,-3.2278,0.3744,-8.6219,0.0,1
549300IQVXIW1VTW0D69,15194,128,15066,-9.2127,1.6174,-5.6961,0.0,1
549300MHH03ICJYEPE85,18148,1363,16785,-7.2281,0.9472,-7.6311,0.0,1
549300SCFU7K14E0J331,3786,341,3445,-2.4781,0.9285,-2.669,0.00764,1
549300FJFORNJ9A43Q02,3076,13,3063,-10.2073,5.4949,-1.8576,0.063323,0
549300NG2D8XTAILV420,359,12,347,-14.0579,11.4723,-1.2254,0.221251,0
54930012OSP7Z8V2FB74,3723,718,3005,-0.2237,0.9067,-0.2468,0.805109,0
54930065TMWOWFAXBL88,2057,16,2041,-1.9837,5.3435,-0.3712,0.710494,0
549300TJCGICP5CDWM63,778,30,748,0.9586,3.944,0.2431,0.808025,0
549300SIZ5KBISEZE503,2853,48,2805,-5.6804,2.4471,-2.3212,0.020344,1
254900TJCZAM25V2WZ38,784,29,755,-17.2543,8.1306,-2.1221,0.034141,1
549300M0I314MIP2FT97,1482,10,1472,-12.2642,12.1502,-1.0094,0.312955,0
549300LFHSPQF8FQR548,276,42,234,-11.3947,4.3288,-2.6323,0.008968,1
549300EW5YD0HPCTME62,398,40,358,-18.0541,7.3673,-2.4506,0.014699,1
549300FK3AFCFVAPH234,29868,690,29178,-3.7488,0.5467,-6.8574,0.0,1
549300B4JDSKWJR1NR35,992,141,851,-7.004,2.2046,-3.1769,0.001535,1
DZC62HF6UIZYJ08V1J90,45161,5182,39979,-17.4957,0.587,-29.8062,0.0,1
OJH4M4RQMT1WXN2BNC32,15763,1295,14468,-4.2884,1.2799,-3.3507,0.000808,1
549300D36J5CQX0I4F44,6124,238,5886,-3.1691,1.0663,-2.972,0.002971,1
549300SWDNGYGQBG4K69,1773,282,1491,-23.5907,3.089,-7.637,0.0,1
5493001I9VOT1BTB5V75,222,17,205,-12.4476,6.2531,-1.9906,0.047783,1
5493004R423PBPM6A173,192,17,175,-8.8567,7.5263,-1.1768,0.240792,0
254900K3H3XMRQNU9F32,13937,3610,10327,-1.8325,0.2643,-6.933,0.0,1
549300L7CE67AJBV3102,1107,40,1067,-0.1228,5.4083,-0.0227,0.981896,0
5493000H6FXB15JQW781,138,12,126,4.9836,5.1419,0.9692,0.334214,0
5493006R3KP9HJOA7613,805,543,262,-12.9304,2.6835,-4.8185,2e-06,1
5493001CM06UK2XY3I18,5732,1030,4702,-25.0062,1.5206,-16.4454,0.0,1
549300X8AUU3UC1ULZ79,5619,823,4796,-24.2049,1.3223,-18.3056,0.0,1
549300BTTIQWNC2CFA21,2256,381,1875,-18.1567,2.1355,-8.5022,0.0,1
54930048P8RWCQHQM310,21461,1495,19966,-9.0429,0.7611,-11.8812,0.0,1
549300LW8UB33S1ZIF68,1079,12,1067,2.8211,4.8582,0.5807,0.561573,0
54930087JNDLPJWOLV11,3057,19,3038,-12.9911,7.9517,-1.6337,0.102415,0
549300WTZMQSET2VY242,141941,7997,133944,-4.2416,0.2313,-18.3412,0.0,1
549300GIVX5W7UETD809,1002,26,976,-7.3868,6.4509,-1.1451,0.252451,0
549300REHZOIYMHDPI61,3393,69,3324,-8.1325,1.9886,-4.0895,4.4e-05,1
549300YL0FE99QLVY380,3313,15,3298,-36.431,8.0228,-4.5409,6e-06,1
5493000FRWKMPAALEY22,2431,28,2403,-15.8553,5.9385,-2.6699,0.007637,1
54930004MLYQ2HKUPN66,726,25,701,-7.0919,3.718,-1.9075,0.056858,0
549300CIQ950OK0BS407,4475,106,4369,1.1247,2.8844,0.3899,0.696605,0
549300E2QBYW1NW41140,560,10,550,-0.1859,12.6865,-0.0147,0.988311,0
549300GB84TJEK0SHQ79,262,20,242,-8.018,5.782,-1.3867,0.166734,0
549300CEHN5CVC6INV48,28046,802,27244,-9.901,1.3813,-7.168,0.0,1
5493002H3RKHKUQU7R78,1534,114,1420,-0.1916,1.9066,-0.1005,0.919959,0
254900MIHY4N3F840P17,262,64,198,-1.6199,4.5989,-0.3522,0.724955,0
WKN6AF1FCL7BBYGTGI83,27422,1869,25553,-8.7195,0.6664,-13.0845,0.0,1
5493008ZGI6EQ8RHPQ04,4207,56,4151,-2.6614,2.9042,-0.9164,0.359499,0
549300PT6CCDYU4VHM41,32336,1542,30794,-17.6424,1.0255,-17.2038,0.0,1
5493000DYWSEQXSQ3736,206,15,191,4.4046,10.0597,0.4378,0.661973,0
549300VF12R0WS33KN43,3235,44,3191,-3.2788,1.9284,-1.7002,0.089185,0
254900ZPR9P3OI95VG04,1717,311,1406,-8.6029,1.3584,-6.3333,0.0,1
5493001MUHR5XU30WE58,1996,24,1972,-8.1122,5.5034,-1.474,0.140631,0
549300TM179TSKK3HQ94,26652,2850,23802,-5.2022,0.3527,-14.7505,0.0,1
549300BY8DZPEK4ZR022,799,60,739,-18.3078,3.4096,-5.3694,0.0,1
549300CXZHD5OTAISA91,3115,96,3019,-1.723,0.6417,-2.6852,0.007287,1
549300Y7HCU10KIRLG30,3492,237,3255,-27.7576,2.2828,-12.1597,0.0,1
254900Y4P4X4Y1L26R43,211,29,182,-17.7233,6.5141,-2.7208,0.007073,1
549300IL3HLQ2SW5VN73,1439,137,1302,-4.3292,1.1912,-3.6343,0.000289,1
549300ZK7CUY4GNBNC41,1021,54,967,-3.2039,3.0896,-1.037,0.299984,0
549300A5HHOL2ED18C72,1028,161,867,0.8657,1.5941,0.5431,0.587211,0
549300HYHFCULSUBAE54,10913,2177,8736,-3.4135,0.4935,-6.917,0.0,1
549300ZEHLZ064G58146,591,21,570,-17.4988,9.4156,-1.8585,0.063601,0
5493009F6BJDCZMZ7Y26,18972,2252,16720,-1.1491,0.2688,-4.2748,1.9e-05,1
549300MRP46SVQMWOE81,24154,3540,20614,-16.5715,0.7584,-21.8512,0.0,1
54930072H82Z2RZW3210,744,31,713,-28.6506,5.4704,-5.2373,0.0,1
54930067KY3OO1D8HC58,15140,690,14450,-1.0593,0.2784,-3.8054,0.000142,1
549300BEM32ZRV7MJ178,3427,258,3169,-27.432,3.04,-9.0238,0.0,1
549300BAZS5RZ8O98A51,1377,179,1198,-18.0686,3.1707,-5.6987,0.0,1
549300KGMIRA554NW480,2184,11,2173,-15.2565,12.0723,-1.2638,0.20645,0
549300E2RDLPC5BL1Z93,3943,200,3743,0.2511,0.7413,0.3388,0.734806,0
254900JSR03JVTTZ6039,347,11,336,-16.911,3.5436,-4.7723,3e-06,1
549300V3UW6HP83URS67,12077,572,11505,-22.7766,2.0456,-11.1344,0.0,1
549300BYPXU2L51NW896,1535,54,1481,-11.5454,3.0209,-3.8219,0.000138,1
25490053IH908EDF8D65,553,30,523,-4.3517,2.71,-1.6058,0.108895,0
254900Z8J5L9POS71X51,2693,28,2665,-5.7787,5.4404,-1.0622,0.288244,0
5493006ZPOXWU5V4FT07,527,40,487,-2.4804,0.7129,-3.4795,0.000544,1
549300J3YLW53W0K4T67,2302,76,2226,-31.8984,5.2801,-6.0412,0.0,1
549300MCPCNPQAOB4032,51090,5010,46080,-3.8702,0.2499,-15.4892,0.0,1
549300IKS3MMB5YK6T18,9432,1097,8335,-7.9763,0.9991,-7.9834,0.0,1
5493004G43JM6M5BFR40,2328,133,2195,-4.1321,0.639,-6.4668,0.0,1
549300WO9TX4YEFAC338,460,50,410,-0.8256,1.604,-0.5147,0.606988,0
5493001B4TX233UP4J06,115,16,99,2.0706,3.6405,0.5688,0.570679,0
5493008SV4X2EID9J711,4486,364,4122,-9.5269,1.3049,-7.3011,0.0,1
5493002HQBP2ODIIFH94,3183,464,2719,-6.1715,1.9051,-3.2394,0.00121,1
254900WQ6O9JA8WI5W89,4138,363,3775,-14.893,1.6025,-9.2937,0.0,1
549300TK6RZQSFXZHV09,25194,1998,23196,-9.9583,0.6535,-15.238,0.0,1
254900R8RQ7UOD00O702,212,82,130,-0.9009,2.9043,-0.3102,0.75672,0
254900R9A6TW85BTVS20,3994,251,3743,-5.3761,1.0566,-5.0882,0.0,1
549300BDFK1ZR5QSYO15,1634,112,1522,-24.8102,4.0365,-6.1465,0.0,1
549300V56OLT434ILO42,454,18,436,9.4091,5.9101,1.592,0.112081,0
549300BWXVTVB5RRZN58,1273,148,1125,-0.9069,0.9178,-0.9882,0.323241,0
5493003DVQUF5HAI1O03,812,156,656,-24.2015,3.9263,-6.164,0.0,1
2549006RTCWYNJPDX013,1742,510,1232,-12.1037,1.8365,-6.5906,0.0,1
549300EWFHPBZH38K695,7916,12,7904,-9.2554,9.9184,-0.9332,0.35077,0
549300QMMJSALZQVP721,453,50,403,-26.0706,6.4574,-4.0373,6.4e-05,1
549300VVH8HHFMWL8536,8024,975,7049,-13.695,1.5554,-8.8046,0.0,1
549300A2N0IEBKSB5I23,3155,84,3071,-11.6642,2.8232,-4.1316,3.7e-05,1
254900WEP08K7U7S3A80,53371,5729,47642,-3.2803,0.3063,-10.7081,0.0,1
549300IJI189UIQW0294,2917,442,2475,-10.3835,2.35,-4.4186,1e-05,1
549300KDVJICP5T5BD05,3701,1102,2599,-23.7855,1.7156,-13.864,0.0,1
254900NZCGMT6517BA94,7260,1469,5791,-24.2101,1.2408,-19.5111,0.0,1
254900EOYK0UXLROBX92,110,13,97,-9.1463,2.5356,-3.6071,0.000478,1
549300VG7NKKVNYENV67,3762,122,3640,-3.9071,1.5803,-2.4723,0.013467,1
JJKC32MCHWDI71265Z06,358586,36287,322299,-17.6572,0.2287,-77.1993,0.0,1
254900TTZ395IC926125,63988,3455,60533,-6.7314,0.5665,-11.8826,0.0,1
549300MD1OK70DH5EZ47,227,11,216,-6.5536,4.0462,-1.6197,0.106727,0
5493004RLLKTQS8K7U51,13466,2076,11390,-19.322,1.0456,-18.4793,0.0,1
549300XTSMAC5DOX6447,2373,217,2156,-7.3258,1.569,-4.669,3e-06,1
549300FOZZQIQVHMVH05,6642,402,6240,-4.1047,1.2379,-3.3158,0.000919,1
2549008LK3474E9U2888,44088,1225,42863,-13.4141,0.9753,-13.7545,0.0,1
549300PL8ER6H23P0Z91,71659,5246,66413,-6.5994,0.353,-18.6928,0.0,1
549300G6RZM5T8NQJW74,22477,3114,19363,-17.3217,0.7778,-22.2695,0.0,1
213800KVD76WKI6PN868,23442,1360,22082,-17.3412,0.9893,-17.5281,0.0,1
5493005HN78XQ5US3306,390,40,350,-14.887,5.0429,-2.9521,0.00335,1
2549009IIR21WKPEE762,600,143,457,-21.4732,4.2131,-5.0968,0.0,1
5493007LCGK7U7USNX41,2110,84,2026,-5.5628,3.1498,-1.7661,0.077527,0
2549009X2AG1P20YAJ63,7982,504,7478,-21.0596,2.0162,-10.4452,0.0,1
5493003WLEYGXGNTI654,8209,67,8142,-6.5988,5.3788,-1.2268,0.219931,0
549300SGEJUQK4Q7ZY34,2815,100,2715,-7.3011,4.9314,-1.4805,0.138844,0
549300KX4S1573HISS22,3357,345,3012,-6.8826,1.9273,-3.571,0.000361,1
549300D88XVKM6DJOC77,2609,91,2518,-6.7196,1.5074,-4.4577,9e-06,1
549300TRBLKWZO8LPT76,1084,37,1047,-10.8293,4.7051,-2.3016,0.021549,1
549300NPANOIK7XYK714,427,12,415,1.6732,3.1657,0.5285,0.597406,0
549300U001ZTHCHO4196,458,18,440,-24.491,8.5659,-2.8591,0.004444,1
549300T4CTNAVBW4WJ06,927,18,909,-19.2547,9.6646,-1.9923,0.046634,1
549300Y4BSP3BSFW7J29,20401,6026,14375,-21.8344,0.6723,-32.4757,0.0,1
5493004R1ELTGT9LUL33,2274,29,2245,0.5678,1.3548,0.4191,0.675154,0
549300TOZIPCBM0DLH67,1506,148,1358,-18.2652,3.1639,-5.773,0.0,1
549300TA2979XCT9L593,771,38,733,0.6577,0.5674,1.159,0.2468,0
549300XXIJ7WMGY22535,4383,1462,2921,-0.5329,0.361,-1.4761,0.139979,0
549300JH0WD7YX0UUZ21,164,18,146,-26.8355,9.9492,-2.6973,0.00775,1
5493005ZSV53K4M63M18,2191,176,2015,-6.9931,2.0427,-3.4234,0.00063,1
549300CLRXFVF83ZL806,21655,4553,17102,-2.6977,0.3687,-7.3176,0.0,1
549300VXXDSMSH313G18,33250,6682,26568,-14.4949,0.6351,-22.8246,0.0,1
549300OFI1WD07JPI032,276,10,266,4.7959,5.8247,0.8234,0.411028,0
549300A0SVCQJPHVGV20,18765,488,18277,-17.258,1.0857,-15.8953,0.0,1
549300GFM3T3SN2KS138,8368,433,7935,-15.62,2.1089,-7.4066,0.0,1
54930083D8Q8RK84Y448,1020,94,926,-14.0612,3.6167,-3.8878,0.000108,1
254900ZFWS2106HWPH46,148915,21508,127407,-5.1991,0.1973,-26.3523,0.0,1
549300XYK7KGXCRSH318,567,14,553,-6.2502,2.9883,-2.0916,0.036926,1
5493007L4GYNO2PUBS09,8818,1386,7432,-18.2114,1.2779,-14.251,0.0,1
549300I7M2M0Q6LCLA63,9101,1144,7957,-4.7518,0.7586,-6.2636,0.0,1
549300CDLJDN8ENOT455,3732,38,3694,-13.0075,4.7964,-2.7119,0.00672,1
IWRZQFYIRJ0IMURZBB68,23440,586,22854,-8.0812,1.1289,-7.1586,0.0,1
549300HVFLWKU7133506,2299,74,2225,-17.4376,3.5167,-4.9584,1e-06,1
549300T73HHIEIUU5F67,1294,24,1270,0.02,0.5766,0.0347,0.972362,0
549300P3STF5YYEJYO93,1600,25,1575,-18.4856,4.6,-4.0186,6.1e-05,1
549300F52SJSXL6QRM73,2428,498,1930,-14.6972,1.9005,-7.7333,0.0,1
549300KJONXRDR2YPQ42,1608,166,1442,-14.6334,3.1417,-4.6578,3e-06,1
549300PKEQ3Q9S0IXW76,18801,713,18088,-15.5961,1.2821,-12.164,0.0,1
549300G2G5WIECTLPX95,966,107,859,-35.1112,4.6471,-7.5555,0.0,1
549300Q8HL7EWEE0HW14,1583,74,1509,0.2442,2.5265,0.0967,0.923003,0
549300P55E0GN57DEV03,1559,161,1398,-2.0356,2.2493,-0.905,0.365601,0
549300GBMYUTNLY00W24,443,46,397,-4.785,2.8617,-1.6721,0.09522,0
54930065Z1DW0CWIZQ58,5186,302,4884,-9.6381,2.8282,-3.4078,0.00066,1
5493000KTY8YQ4SFHT59,816,20,796,8.1731,7.7637,1.0527,0.292779,0
